segment	Chromosome	sample	arm	arm_start	arm_end	seg_start	seg_end	n_bins	global_start_mb	seg_length	logR	BAF	germline_copies	na	nb	segTCN	segBAF	sample_chr
55	X	PT3	q	60600000	155270560	62250000	98750000	63	2881.033286	36500000	0.319291219728671	NA	2	2.83175236688195	NA	2.83175236688195	NA	PT3_X
56	X	PT3	q	60600000	155270560	98250000	109250000	20	2881.033286	1.1e+07	-0.114492973313584	NA	2	1.70459365324815	NA	1.70459365324815	NA	PT3_X
57	X	PT3	q	60600000	155270560	108750000	155250000	83	2881.033286	46500000	0.296923674195128	NA	2	2.76497586241934	NA	2.76497586241934	NA	PT3_X
1	1	PT4	p	0	1.25e+08	750000	1750000	1	0	1e+06	-0.0295310544836291	0.5	2	0.96627558521538	0.96627558521538	1.93255117043076	0.5	PT4_1
2	1	PT4	p	0	1.25e+08	1750000	120750000	197	0	1.19e+08	-0.0295310544836291	0.5	2	0.96627558521538	0.96627558521538	1.93255117043076	0.5	PT4_1
3	1	PT4	q	1.25e+08	249250621	146250000	157250000	13	0	1.1e+07	0.228807917931849	0.411197823884726	2	2.02758620078189	0.92384765801774	2.95143385879963	0.313016554737729	PT4_1
4	1	PT4	q	1.25e+08	249250621	157250000	179750000	40	0	22500000	-0.0144460366966794	0.292703810201592	2	2.0819531844336	-0.0947899472830439	1.98716323715056	-0.0477011377379171	PT4_1
5	1	PT4	q	1.25e+08	249250621	179250000	248750000	116	0	69500000	0.275434983262503	0.398014703765291	2	2.232398947573	0.92316786593434	3.15556681350734	0.292552153224181	PT4_1
26	10	PT4	p	0	40200000	750000	37750000	62	1680.373143	3.7e+07	-0.0141774691314199	0.428821330047059	2	1.36785080599702	0.620289905379287	1.98814071137631	0.311994971900096	PT4_10
27	10	PT4	q	40200000	135534747	43250000	134250000	147	1680.373143	9.1e+07	-0.0198834145969245	0.5	2	0.983706263936954	0.983706263936954	1.96741252787391	0.5	PT4_10
28	11	PT4	p	0	53700000	250000	48250000	82	1815.90789	4.8e+07	0.0072112619087077	0.419123193667732	2	1.46433870180987	0.602235311198614	2.06657401300849	0.291417247777102	PT4_11
29	11	PT4	q	53700000	135006516	55250000	134750000	133	1815.90789	79500000	-0.12619293850218	0.397551079498816	2	1.29571900307557	0.300120854243878	1.59583985731945	0.188064518421037	PT4_11
30	12	PT4	p	0	35800000	750000	34250000	56	1950.914406	33500000	0.0278375581641324	0.5	2	1.07166041230817	1.07166041230817	2.14332082461634	0.5	PT4_12
31	12	PT4	q	35800000	133851895	38750000	73250000	55	1950.914406	34500000	0.0140405927769625	0.5	2	1.04593167085454	1.04593167085454	2.09186334170908	0.5	PT4_12
32	12	PT4	q	35800000	133851895	72750000	108750000	61	1950.914406	3.6e+07	-0.314929923348808	0.3703648029644	2	1.05265399402506	-0.052656089926038	0.999997904099019	-0.0526562002882199	PT4_12
33	12	PT4	q	35800000	133851895	108250000	133750000	41	1950.914406	25500000	-0.0322695720732052	0.5	2	0.961349026058646	0.961349026058645	1.92269805211729	0.5	PT4_12
34	13	PT4	q	17900000	115169878	19750000	27250000	10	2084.766301	7500000	-0.268848464236809	0.357242314207723	2	1.19753463863124	-0.0591682131844412	1.1383664254468	-0.051976421529841	PT4_13
35	13	PT4	q	17900000	115169878	26750000	94750000	122	2084.766301	6.8e+07	0.27083153720555	0.401868934856118	2	2.19542872856902	0.93968943850819	3.13511816707721	0.299730150007149	PT4_13
36	13	PT4	q	17900000	115169878	95250000	115169878	34	2084.766301	19919878	0.267289405591125	0.375630096046379	2	2.35351576328407	0.765912506715989	3.11942827000005	0.245529770337042	PT4_13
37	14	PT4	q	17600000	107349540	20250000	82250000	111	2199.936179	6.2e+07	-0.00822128524289066	0.5	2	1.00493278793789	1.00493278793789	2.00986557587578	0.5	PT4_14
38	14	PT4	q	17600000	107349540	81750000	106250000	39	2199.936179	24500000	-0.0243114308367734	0.5	2	0.975691561338004	0.975691561338004	1.95138312267601	0.5	PT4_14
39	15	PT4	q	1.9e+07	102531392	21750000	53250000	46	2307.285719	31500000	0.0693969177799863	0.335608070316151	2	2.06542113460219	0.235907709278984	2.30132884388117	0.102509343636925	PT4_15
40	15	PT4	q	1.9e+07	102531392	53250000	102531392	88	2307.285719	49281392	0.235062028034511	0.394352178099829	2	2.14862680683776	0.829805901931726	2.97843270876949	0.278604884874016	PT4_15
41	16	PT4	p	0	36600000	250000	32250000	42	2409.817111	3.2e+07	-0.0327080335290531	0.434455878885353	2	1.30036019087957	0.620762024075734	1.9211222149553	0.32312469203849	PT4_16
42	16	PT4	q	36600000	90354753	46750000	90250000	76	2409.817111	43500000	-0.0209615550627105	0.5	2	0.981752565182903	0.981752565182901	1.9635051303658	0.5	PT4_16
43	17	PT4	p	0	2.4e+07	250000	18250000	32	2500.171864	1.8e+07	-0.052367875985716	0.424764366343864	2	1.31024065496163	0.540713703105063	1.85095435806669	0.292126978036257	PT4_17
44	17	PT4	q	2.4e+07	81195210	25750000	81195210	88	2500.171864	55445210	-0.00483455357528909	0.417848328792991	2	1.44533507335931	0.576923484197433	2.02225855755674	0.285286706806899	PT4_17
45	18	PT4	p	0	17200000	250000	14250000	24	2581.367074	1.4e+07	0.260600001580187	0.291445116897778	2	2.86991292765253	0.219989444886394	3.08990237253892	0.0711962445291214	PT4_18
46	18	PT4	q	17200000	78077248	18750000	78077248	103	2581.367074	59327248	0.00510709896687245	0.435365422163092	2	1.37338605543873	0.685420238271845	2.05880629371057	0.3329211885381	PT4_18
47	19	PT4	p	0	26500000	750000	20250000	34	2659.444322	19500000	-0.00887133404136092	0.5	2	1.00374509741443	1.00374509741443	2.00749019482886	0.5	PT4_19
48	19	PT4	q	26500000	59128983	28250000	59128983	45	2659.444322	30878983	-0.0444580456157758	0.406610446115535	2	1.41976559862169	0.459304788240467	1.87907038686215	0.244431923067798	PT4_19
6	2	PT4	p	0	93300000	750000	89250000	152	249.250621	88500000	-0.00261454833052228	0.5	2	1.0151989831719	1.0151989831719	2.03039796634381	0.5	PT4_2
7	2	PT4	q	93300000	243199373	96250000	243199373	233	249.250621	146949373	0.00249556081588987	0.5	2	1.02459064653373	1.02459064653373	2.04918129306746	0.5	PT4_2
49	20	PT4	p	0	27500000	750000	25750000	45	2718.573305	2.5e+07	-0.0317525752720648	0.5	2	0.962278380948109	0.962278380948108	1.92455676189622	0.5	PT4_20
50	20	PT4	q	27500000	63025520	29750000	62750000	60	2718.573305	3.3e+07	-0.0184091464021066	0.418240990372576	2	1.41446363635111	0.558296664094461	1.97276030044557	0.283002787499507	PT4_20
51	21	PT4	q	13200000	48129895	15250000	41250000	41	2781.598825	2.6e+07	-0.0168906419112674	0.5	2	0.989137126164868	0.989137126164868	1.97827425232974	0.5	PT4_21
52	21	PT4	q	13200000	48129895	40750000	48129895	10	2781.598825	7379895	-0.310207984616009	0.290774020450274	2	1.4018741573039	-0.387900091084939	1.01397406621896	-0.382554252626395	PT4_21
53	22	PT4	q	14700000	51304566	18750000	51250000	54	2829.72872	32500000	-0.0690802640100946	0.5	2	0.896026779193718	0.896026779193717	1.79205355838744	0.5	PT4_22
8	3	PT4	p	0	9.1e+07	250000	90250000	157	492.449994	9e+07	-0.000742918818713907	0.5	2	1.01863491540038	1.01863491540038	2.03726983080076	0.5	PT4_3
9	3	PT4	q	9.1e+07	198022430	93750000	197750000	177	492.449994	1.04e+08	-0.000742918818713907	0.5	2	1.01863491540038	1.01863491540038	2.03726983080076	0.5	PT4_3
10	4	PT4	p	0	50400000	250000	49250000	80	690.472424	4.9e+07	-0.00163754453675557	0.5	2	1.01699200789522	1.01699200789522	2.03398401579043	0.5	PT4_4
11	4	PT4	q	50400000	191154276	52750000	190250000	236	690.472424	137500000	-0.00163754453675557	0.5	2	1.01699200789522	1.01699200789522	2.03398401579043	0.5	PT4_4
12	5	PT4	p	0	48400000	250000	45750000	75	881.6267	45500000	-0.0131295182900798	0.5	2	0.995978278639222	0.995978278639222	1.99195655727844	0.5	PT4_5
13	5	PT4	q	48400000	180915260	49750000	180750000	224	881.6267	1.31e+08	0.00828320257758015	0.5	2	1.03526777140037	1.03526777140037	2.07053554280073	0.5	PT4_5
14	6	PT4	p	0	6.1e+07	250000	57250000	91	1062.54196	5.7e+07	-0.00776793909031494	0.5	2	1.00576140398816	1.00576140398816	2.01152280797633	0.5	PT4_6
15	6	PT4	q	6.1e+07	171115067	62250000	78250000	26	1062.54196	1.6e+07	0.0991569414248226	0.5	2	1.20865278895038	1.20865278895037	2.41730557790075	0.5	PT4_6
16	6	PT4	q	6.1e+07	171115067	77750000	128250000	90	1062.54196	50500000	-0.316482460750376	0.372379758336612	2	1.04118611599474	-0.0457734836250837	0.995412632369658	-0.0459844311158844	PT4_6
17	6	PT4	q	6.1e+07	171115067	127750000	157750000	52	1062.54196	3e+07	0.276099997509998	0.5	2	1.57926311216968	1.57926311216968	3.15852622433936	0.5	PT4_6
18	6	PT4	q	6.1e+07	171115067	157750000	170750000	24	1062.54196	1.3e+07	0.0276151602935454	0.5	2	1.07124372803034	1.07124372803034	2.14248745606068	0.5	PT4_6
19	7	PT4	p	0	59900000	250000	26750000	47	1233.657027	26500000	0.25166742832517	0.5	2	1.52534418239969	1.52534418239969	3.05068836479937	0.5	PT4_7
20	7	PT4	p	0	59900000	26250000	56250000	52	1233.657027	3e+07	-0.0268007248983716	0.5	2	0.971196732752176	0.971196732752176	1.94239346550435	0.5	PT4_7
21	7	PT4	q	59900000	159138663	65250000	159138663	151	1233.657027	93888663	-0.00153417919735806	0.5	2	1.01718177789903	1.01718177789903	2.03436355579806	0.5	PT4_7
22	8	PT4	p	0	45600000	250000	43250000	74	1392.79569	4.3e+07	-0.000293110344668365	0.5	2	1.01946133711516	1.01946133711516	2.03892267423032	0.5	PT4_8
23	8	PT4	q	45600000	146364022	47750000	146364022	169	1392.79569	98614022	-0.00358542708135073	0.5	2	1.01341840174836	1.01341840174836	2.02683680349673	0.5	PT4_8
24	9	PT4	p	0	4.9e+07	250000	38750000	64	1539.159712	38500000	-0.0298570218992845	0.5	2	0.965688683448056	0.965688683448057	1.93137736689611	0.5	PT4_9
25	9	PT4	q	4.9e+07	141213431	70750000	140750000	120	1539.159712	7e+07	-0.0239705862727142	0.5	2	0.976307615971893	0.976307615971892	1.95261523194379	0.5	PT4_9
58	MT	PT4		0	16569	0	16569	1	3095.677412	16569	8.52105986390264	NA	NA	NA	NA	NA	NA	PT4_MT
54	X	PT4	p	0	60600000	2250000	58250000	92	2881.033286	5.6e+07	-0.0583866869613036	NA	2	1.82966312493616	NA	1.82966312493616	NA	PT4_X
55	X	PT4	q	60600000	155270560	62250000	98750000	63	2881.033286	36500000	-0.0346328890650444	NA	2	1.91420991823215	NA	1.91420991823215	NA	PT4_X
56	X	PT4	q	60600000	155270560	98250000	109250000	20	2881.033286	1.1e+07	-0.420900383373358	NA	2	0.698079929441704	NA	0.698079929441704	NA	PT4_X
57	X	PT4	q	60600000	155270560	108750000	155250000	83	2881.033286	46500000	-0.0822687247675751	NA	2	1.74605170284606	NA	1.74605170284606	NA	PT4_X
1	1	PT5	p	0	1.25e+08	750000	1750000	1	0	1e+06	-0.0119863448084964	0.5	2	1.03299836728878	1.03299836728878	2.06599673457755	0.5	PT5_1
2	1	PT5	p	0	1.25e+08	1750000	120750000	197	0	1.19e+08	-0.0119863448084964	0.5	2	1.03299836728878	1.03299836728878	2.06599673457755	0.5	PT5_1
3	1	PT5	q	1.25e+08	249250621	146250000	157250000	13	0	1.1e+07	0.244084990613345	0.406122367161234	2	2.1365035884181	0.953885320411767	3.09038890882987	0.308661902612426	PT5_1
4	1	PT5	q	1.25e+08	249250621	157250000	179750000	40	0	22500000	-0.0200882029229646	0.295704110539929	2	2.08971990884923	-0.0532596393862837	2.03646026946294	-0.0261530461384004	PT5_1
5	1	PT5	q	1.25e+08	249250621	179250000	248750000	116	0	69500000	0.271670612057081	0.40270023349101	2	2.2306879315912	0.981296996157775	3.21198492774898	0.305511083716538	PT5_1
26	10	PT5	p	0	40200000	750000	37750000	62	1680.373143	3.7e+07	-0.0126365730485939	0.5	2	1.03181005460728	1.03181005460728	2.06362010921455	0.5	PT5_10
27	10	PT5	q	40200000	135534747	43250000	134250000	147	1680.373143	9.1e+07	-0.0124230733078064	0.5	2	1.03220017308335	1.03220017308335	2.06440034616669	0.5	PT5_10
28	11	PT5	p	0	53700000	250000	48250000	82	1815.90789	4.8e+07	-0.00625194650864547	0.5	2	1.04350138320441	1.04350138320441	2.08700276640882	0.5	PT5_11
29	11	PT5	q	53700000	135006516	55250000	134750000	133	1815.90789	79500000	-0.0161821960938637	0.5	2	1.02533973053902	1.02533973053902	2.05067946107804	0.5	PT5_11
30	12	PT5	p	0	35800000	750000	34250000	56	1950.914406	33500000	0.0169847435336482	0.5	2	1.08649118326976	1.08649118326976	2.17298236653952	0.5	PT5_12
31	12	PT5	q	35800000	133851895	38750000	73250000	55	1950.914406	34500000	0.0100821361288429	0.5	2	1.07364841702888	1.07364841702888	2.14729683405776	0.5	PT5_12
32	12	PT5	q	35800000	133851895	72750000	108750000	61	1950.914406	3.6e+07	-0.319586414977833	0.381367598407218	2	1.03218365660153	0.0210611564416136	1.05324481304314	0.0199964492402878	PT5_12
33	12	PT5	q	35800000	133851895	108250000	133750000	41	1950.914406	25500000	-0.000841372479151674	0.5	2	1.05344963952276	1.05344963952276	2.10689927904553	0.5	PT5_12
34	13	PT5	q	17900000	115169878	19750000	27250000	10	2084.766301	7500000	-0.310037820495081	0.323361272801473	2	1.2985304459213	-0.216986484459607	1.08154396146169	-0.200626596968238	PT5_13
35	13	PT5	q	17900000	115169878	26750000	94750000	122	2084.766301	6.8e+07	-0.30977137378031	0.372764035043023	2	1.08709565258193	-0.00475933429030523	1.08233631829163	-0.00439727856293082	PT5_13
36	13	PT5	q	17900000	115169878	95250000	115169878	34	2084.766301	19919878	0.00170520564855104	0.5	2	1.05814488280586	1.05814488280586	2.11628976561173	0.5	PT5_13
37	14	PT5	q	17600000	107349540	20250000	82250000	111	2199.936179	6.2e+07	0.0335585546621788	0.5	2	1.11757993732838	1.11757993732838	2.23515987465676	0.5	PT5_14
38	14	PT5	q	17600000	107349540	81750000	106250000	39	2199.936179	24500000	-0.302819394210908	0.346938414570645	2	1.2114399116293	-0.108378054806338	1.10306185682296	-0.0982520192643484	PT5_14
39	15	PT5	q	1.9e+07	102531392	21750000	53250000	46	2307.285719	31500000	0.0622972580846532	0.34151613834075	2	2.05240451986987	0.292277792955075	2.34468231282495	0.124655605305833	PT5_15
40	15	PT5	q	1.9e+07	102531392	53250000	102531392	88	2307.285719	49281392	0.252217291656572	0.5	2	1.5629971587082	1.5629971587082	3.1259943174164	0.5	PT5_15
41	16	PT5	p	0	36600000	250000	32250000	42	2409.817111	3.2e+07	-0.0367703429450188	0.416635363207734	2	1.42028519534089	0.555877875903953	1.97616307124484	0.281291500682577	PT5_16
42	16	PT5	q	36600000	90354753	46750000	90250000	76	2409.817111	43500000	-0.00505548548175716	0.5	2	1.04569806752503	1.04569806752503	2.09139613505006	0.5	PT5_16
43	17	PT5	p	0	2.4e+07	250000	18250000	32	2500.171864	1.8e+07	-0.373560032912336	0.37800939862831	2	0.94916129369967	-0.0524037225475907	0.896757571152079	-0.0584368888910152	PT5_17
44	17	PT5	q	2.4e+07	81195210	25750000	81195210	88	2500.171864	55445210	0.00952150937288517	0.5	2	1.07260802866736	1.07260802866736	2.14521605733472	0.5	PT5_17
45	18	PT5	p	0	17200000	250000	14250000	24	2581.367074	1.4e+07	0.258345938648527	0.27585717431129	2	3.00231835061096	0.150641770695047	3.15296012130601	0.0477778864620237	PT5_18
46	18	PT5	q	17200000	78077248	18750000	78077248	103	2581.367074	59327248	-0.00534248801628688	0.5	2	1.04517096912133	1.04517096912133	2.09034193824266	0.499999999999999	PT5_18
47	19	PT5	p	0	26500000	750000	20250000	34	2659.444322	19500000	-0.00672805045182054	0.430980154018139	2	1.40799045889886	0.677265081400079	2.08525554029894	0.324787570785202	PT5_19
48	19	PT5	q	26500000	59128983	28250000	59128983	45	2659.444322	30878983	-0.0271776511763866	0.5	2	1.00537520600289	1.00537520600289	2.01075041200578	0.5	PT5_19
6	2	PT5	p	0	93300000	750000	89250000	152	249.250621	88500000	0.0056706397365342	0.5	2	1.06547265681086	1.06547265681086	2.13094531362172	0.5	PT5_2
7	2	PT5	q	93300000	243199373	96250000	243199373	233	249.250621	146949373	0.00301209970792183	0.5	2	1.06055768346639	1.06055768346638	2.12111536693277	0.5	PT5_2
49	20	PT5	p	0	27500000	750000	25750000	45	2718.573305	2.5e+07	0.00659017926106237	0.5	2	1.06717476383888	1.06717476383888	2.13434952767775	0.5	PT5_20
50	20	PT5	q	27500000	63025520	29750000	62750000	60	2718.573305	3.3e+07	0.0386452091687821	0.41187427672788	2	1.60859933860108	0.645787080218363	2.25438641881944	0.286458024599236	PT5_20
51	21	PT5	q	13200000	48129895	15250000	41250000	41	2781.598825	2.6e+07	0.0164943264073677	0.5	2	1.08557670002739	1.08557670002739	2.17115340005477	0.5	PT5_21
52	21	PT5	q	13200000	48129895	40750000	48129895	10	2781.598825	7379895	-0.338051611169437	0.344506268315517	2	1.15374544293711	-0.154697414260294	0.999048028676815	-0.154844822090467	PT5_21
53	22	PT5	q	14700000	51304566	18750000	51250000	54	2829.72872	32500000	-0.0431140005875343	0.43829301727766	2	1.29522421753357	0.658192210811681	1.95341642834525	0.33694413605871	PT5_22
8	3	PT5	p	0	9.1e+07	250000	90250000	157	492.449994	9e+07	-0.00778369834579399	0.5	2	1.04069176780606	1.04069176780606	2.08138353561212	0.5	PT5_3
9	3	PT5	q	9.1e+07	198022430	93750000	197750000	177	492.449994	1.04e+08	-0.00778369834579399	0.5	2	1.04069176780606	1.04069176780606	2.08138353561212	0.5	PT5_3
10	4	PT5	p	0	50400000	250000	49250000	80	690.472424	4.9e+07	-0.00836103084174596	0.5	2	1.03963356964798	1.03963356964798	2.07926713929595	0.5	PT5_4
11	4	PT5	q	50400000	191154276	52750000	190250000	236	690.472424	137500000	-0.00836103084174596	0.5	2	1.03963356964798	1.03963356964798	2.07926713929595	0.5	PT5_4
12	5	PT5	p	0	48400000	250000	45750000	75	881.6267	45500000	-0.0113174478509789	0.5	2	1.03422135663371	1.03422135663371	2.06844271326743	0.5	PT5_5
13	5	PT5	q	48400000	180915260	49750000	180750000	224	881.6267	1.31e+08	-0.000184058487721672	0.5	2	1.05466076616243	1.05466076616243	2.10932153232485	0.5	PT5_5
14	6	PT5	p	0	6.1e+07	250000	57250000	91	1062.54196	5.7e+07	-0.0296287001515273	0.5	2	1.00094552091578	1.00094552091578	2.00189104183156	0.5	PT5_6
15	6	PT5	q	6.1e+07	171115067	62250000	78250000	26	1062.54196	1.6e+07	0.0989461433061704	0.5	2	1.24377647988166	1.24377647988165	2.48755295976331	0.499999999999999	PT5_6
16	6	PT5	q	6.1e+07	171115067	77750000	128250000	90	1062.54196	50500000	-0.335148908691778	0.373166075095586	2	1.03847435457766	-0.0309525526815098	1.00752180189615	-0.030721471856249	PT5_6
17	6	PT5	q	6.1e+07	171115067	127750000	157750000	52	1062.54196	3e+07	0.281806439456691	0.407831842987558	2	2.22454617720013	1.03270429117432	3.25725046837445	0.317047860212512	PT5_6
18	6	PT5	q	6.1e+07	171115067	157750000	170750000	24	1062.54196	1.3e+07	-0.0192502436387305	0.5	2	1.01975374158035	1.01975374158035	2.03950748316069	0.5	PT5_6
19	7	PT5	p	0	59900000	250000	26750000	47	1233.657027	26500000	0.276491767504345	0.406383340542528	2	2.21979869786871	1.01367734798593	3.23347604585463	0.313494621147875	PT5_7
20	7	PT5	p	0	59900000	26250000	56250000	52	1233.657027	3e+07	-0.00118166360419389	0.5	2	1.05282285661397	1.05282285661396	2.10564571322793	0.5	PT5_7
21	7	PT5	q	59900000	159138663	65250000	159138663	151	1233.657027	93888663	-0.00112731287134366	0.5	2	1.05292295541785	1.05292295541785	2.10584591083571	0.5	PT5_7
22	8	PT5	p	0	45600000	250000	43250000	74	1392.79569	4.3e+07	-0.00568832630521091	0.5	2	1.04453595440361	1.04453595440361	2.08907190880721	0.5	PT5_8
23	8	PT5	q	45600000	146364022	47750000	146364022	169	1392.79569	98614022	-0.00617863260404011	0.5	2	1.04363593403429	1.04363593403429	2.08727186806858	0.5	PT5_8
24	9	PT5	p	0	4.9e+07	250000	38750000	64	1539.159712	38500000	-0.0119484983144203	0.5	2	1.03306754944935	1.03306754944935	2.0661350988987	0.5	PT5_9
25	9	PT5	q	4.9e+07	141213431	70750000	140750000	120	1539.159712	7e+07	-0.00937223486653331	0.5	2	1.03778114438512	1.03778114438512	2.07556228877024	0.5	PT5_9
58	MT	PT5		0	16569	0	16569	1	3095.677412	16569	7.28390451989221	NA	NA	NA	NA	NA	NA	PT5_MT
54	X	PT5	p	0	60600000	2250000	58250000	92	2881.033286	5.6e+07	-0.0309784469016158	NA	2	1.99701877531457	NA	1.99701877531457	NA	PT5_X
55	X	PT5	q	60600000	155270560	62250000	98750000	63	2881.033286	36500000	0.295882407352804	NA	2	3.32064208693105	NA	3.32064208693105	NA	PT5_X
56	X	PT5	q	60600000	155270560	98250000	109250000	20	2881.033286	1.1e+07	-0.0796427448691806	NA	2	1.82436267866997	NA	1.82436267866997	NA	PT5_X
57	X	PT5	q	60600000	155270560	108750000	155250000	83	2881.033286	46500000	0.22078822946833	NA	2	2.98949343779729	NA	2.98949343779729	NA	PT5_X
1	1	PT7	p	0	1.25e+08	750000	1750000	1	0	1e+06	-0.0180012766872508	0.5	2	0.977238204315281	0.977238204315282	1.95447640863056	0.5	PT7_1
2	1	PT7	p	0	1.25e+08	1750000	120750000	197	0	1.19e+08	-0.0180012766872508	0.5	2	0.977238204315281	0.977238204315282	1.95447640863056	0.5	PT7_1
3	1	PT7	q	1.25e+08	249250621	146250000	157250000	13	0	1.1e+07	0.404673420346454	0.392072891218217	2	2.87121786325374	1.1308546814402	4.00207254469394	0.282567262040145	PT7_1
4	1	PT7	q	1.25e+08	249250621	157250000	179750000	40	0	22500000	0.0249945557649674	0.350540144390333	2	1.994428656731	0.142009876367499	2.1364385330985	0.0664703777653459	PT7_1
5	1	PT7	q	1.25e+08	249250621	179250000	248750000	116	0	69500000	0.226739959428501	0.393804978049419	2	2.29014121454449	0.776405024690899	3.06654623923539	0.253185494077039	PT7_1
26	10	PT7	p	0	40200000	750000	37750000	62	1680.373143	3.7e+07	-0.0233241316521599	0.5	2	0.966162260064389	0.96616226006439	1.93232452012878	0.5	PT7_10
27	10	PT7	q	40200000	135534747	43250000	134250000	147	1680.373143	9.1e+07	-0.0177271807001504	0.5	2	0.97780965793103	0.977809657931031	1.95561931586206	0.5	PT7_10
28	11	PT7	p	0	53700000	250000	48250000	82	1815.90789	4.8e+07	-0.0124283922424139	0.5	2	0.988878289594094	0.988878289594095	1.97775657918819	0.5	PT7_11
29	11	PT7	q	53700000	135006516	55250000	134750000	133	1815.90789	79500000	-0.0981941613628702	0.5	2	0.814623967583146	0.814623967583145	1.62924793516629	0.5	PT7_11
30	12	PT7	p	0	35800000	750000	34250000	56	1950.914406	33500000	0.0532676587868332	0.5	2	1.12954122805448	1.12954122805448	2.25908245610896	0.5	PT7_12
31	12	PT7	q	35800000	133851895	38750000	73250000	55	1950.914406	34500000	0.0992240770378701	0.5	2	1.23181700892208	1.23181700892208	2.46363401784415	0.5	PT7_12
32	12	PT7	q	35800000	133851895	72750000	108750000	61	1950.914406	3.6e+07	-0.220142113050562	0.369353246414963	2	1.26713995749536	-0.0990772442539056	1.16806271324146	-0.084821853425112	PT7_12
33	12	PT7	q	35800000	133851895	108250000	133750000	41	1950.914406	25500000	-0.0339520191389268	0.5	2	0.944169335426273	0.944169335426272	1.88833867085255	0.5	PT7_12
34	13	PT7	q	17900000	115169878	19750000	27250000	10	2084.766301	7500000	-0.212013017297506	0.359568777753639	2	1.33722119850045	-0.139613555858822	1.19760764264163	-0.116577041501563	PT7_13
35	13	PT7	q	17900000	115169878	26750000	94750000	122	2084.766301	6.8e+07	0.229423156133408	0.408535395766037	2	2.19300270040465	0.88681130888934	3.07981400929399	0.28794313754441	PT7_13
36	13	PT7	q	17900000	115169878	95250000	115169878	34	2084.766301	19919878	0.235360288282658	0.410705362352773	2	2.19486034021942	0.914399232758966	3.10925957297839	0.294089062459026	PT7_13
37	14	PT7	q	17600000	107349540	20250000	82250000	111	2199.936179	6.2e+07	0.0169701471025357	0.411806716230092	2	1.5945390834281	0.507526572477839	2.10206565590594	0.24144182701996	PT7_14
38	14	PT7	q	17600000	107349540	81750000	106250000	39	2199.936179	24500000	-0.00935200797122912	0.415435620398289	2	1.50704363580415	0.483602808091225	1.99064644389538	0.242937569137034	PT7_14
39	15	PT7	q	1.9e+07	102531392	21750000	53250000	46	2307.285719	31500000	0.073241595983358	0.366929677747663	2	2.02628011910802	0.320906141016642	2.34718626012466	0.136719503887859	PT7_15
40	15	PT7	q	1.9e+07	102531392	53250000	102531392	88	2307.285719	49281392	0.185804654193998	0.5	2	1.43358056407328	1.43358056407329	2.86716112814657	0.5	PT7_15
41	16	PT7	p	0	36600000	250000	32250000	42	2409.817111	3.2e+07	-0.0395620045596691	0.41629030531211	2	1.42867709556106	0.43657375068725	1.86525084624831	0.234056320931502	PT7_16
42	16	PT7	q	36600000	90354753	46750000	90250000	76	2409.817111	43500000	0.0103989338969522	0.5	2	1.03702981899769	1.03702981899769	2.07405963799537	0.5	PT7_16
43	17	PT7	p	0	2.4e+07	250000	18250000	32	2500.171864	1.8e+07	-0.0297559129937548	0.5	2	0.952833238701458	0.952833238701458	1.90566647740292	0.5	PT7_17
44	17	PT7	q	2.4e+07	81195210	25750000	81195210	88	2500.171864	55445210	0.0241606085271028	0.5	2	1.06642868895512	1.06642868895513	2.13285737791025	0.5	PT7_17
45	18	PT7	p	0	17200000	250000	14250000	24	2581.367074	1.4e+07	0.234082594484836	0.295733582247181	2	3.01472255087129	0.0881899860330113	3.1029125369043	0.0284216796265215	PT7_18
46	18	PT7	q	17200000	78077248	18750000	78077248	103	2581.367074	59327248	-0.0134092697270176	0.5	2	0.986826268626325	0.986826268626325	1.97365253725265	0.5	PT7_18
47	19	PT7	p	0	26500000	750000	20250000	34	2659.444322	19500000	0.0507688971296951	0.387905377446522	2	1.83125028418934	0.416895884366671	2.24814616855601	0.185439848261487	PT7_19
48	19	PT7	q	26500000	59128983	28250000	59128983	45	2659.444322	30878983	-0.0348138389821743	0.5	2	0.942393011446839	0.942393011446838	1.88478602289368	0.5	PT7_19
6	2	PT7	p	0	93300000	750000	89250000	152	249.250621	88500000	0.0196942332978912	0.5	2	1.05685648008012	1.05685648008012	2.11371296016023	0.5	PT7_2
7	2	PT7	q	93300000	243199373	96250000	243199373	233	249.250621	146949373	0.0191416807934497	0.5	2	1.05567432373511	1.05567432373511	2.11134864747021	0.5	PT7_2
49	20	PT7	p	0	27500000	750000	25750000	45	2718.573305	2.5e+07	0.00706236502321645	0.406118265903301	2	1.60454670640886	0.455341479605644	2.0598881860145	0.221051551582829	PT7_20
50	20	PT7	q	27500000	63025520	29750000	62750000	60	2718.573305	3.3e+07	0.0576516439735229	0.369467967998565	2	1.96659012378163	0.311725474195966	2.27831559797759	0.136822780159464	PT7_20
51	21	PT7	q	13200000	48129895	15250000	41250000	41	2781.598825	2.6e+07	0.00696373939648688	0.5	2	1.02973489531426	1.02973489531426	2.05946979062853	0.5	PT7_21
52	21	PT7	q	13200000	48129895	40750000	48129895	10	2781.598825	7379895	-0.208146932552534	0.387935234006892	2	1.19670034616505	0.0150169742882336	1.21171732045328	0.0123931333115021	PT7_21
